待售房屋,室,厅,面积(平方米),楼层,小区名称,区,镇,道路,标签,价格,价格单位
爱琴海旁，临四号线地铁，精装修loft，家电齐全，拎包入住。,1,1,55.61,高层(共20层)                                                    ,红星国际星品大厦,河东,上杭路,"琳科东路,近新阔路","邻地铁,配套齐全,精装修,",2900,元/月
吉畅园 1室1厅1卫 1800.0元 电梯房 精装修,1,1,68.0,低层(共18层)                                                    ,吉畅园,津南,双港,汇川路,"邻地铁,精装修,",1800,元/月
出租蒲瑞祥园2室简装拎包入住,2,2,86,高层(共16层)                                                    ,蒲瑞祥园西区,武清,杨村街,"光明道,近南东线","配套齐全,有阳台,",1300,元/月
可短租 可月付 永旺梦乐城 海河医院 辛庄 月光里 海教园,1,0,30,低层(共6层)                                                    ,辛唐花园,津南,辛庄,白万路,"押一付一,配套齐全,精装修,南北通透,",1000,元/月
溪景苑 可月付 西青大悦汇 华亭国际公交站 精装修 拎包入住,1,0,30,高层(共6层)                                                    ,溪景苑,西青,中北,中北大道,"押一付一,配套齐全,精装修,有阳台,",1400,元/月
慧翔龙苑 1室2厅1卫 1200.0元 电梯房 精装修,1,2,70.49,中层(共13层)                                                    ,慧翔龙苑,武清,杨村街,京津公路,"配套齐全,精装修,随时看房,",1200,元/月
急租军丽园精装修60一室一厅拎包入住的房源，现房有钥匙看房方,1,1,60,高层(共26层)                                                    ,军丽园,东丽,军粮城,军粮城大街,"配套齐全,精装修,南北通透,",950,元/月
向阳路街西青道旁春畅里精装1室1厅近地铁六楼诚租价格可议,1,1,48.5,高层(共6层)                                                    ,春畅里,南开,向阳路,西青道,"配套齐全,精装修,有阳台,",1800,元/月
铜锣湾花园 3室1厅2卫 140平 精装修 电梯房,3,1,140.31,中层(共21层)                                                    ,铜锣湾花园,南开,鼓楼,城厢东路209号,"邻地铁,精装修,",5500,元/月
金翠澜庭 电梯房 3室家电齐全 2000元 精装修 拎包入住,3,2,99.0,中层(共8层)                                                    ,金重金翠澜庭,静海,静海镇,东方红路,"精装修,",2000,元/月
惠君园  有钥匙  精装两室  有钥匙  看房方便,2,1,100,中层(共6层)                                                    ,海天馨苑惠君园,津南,双港,渌水道,"邻地铁,配套齐全,精装修,",2500,元/月
聚龙园 2室1厅1卫 1600.0元 精装修81.44平米,2,1,81.44,高层(共6层)                                                    ,聚龙园,北辰,双街镇,顺境路212号,"精装修,",1600,元/月
可短租 可月付 押一付一 紧邻二号线曹庄地铁站 西青大悦汇,1,0,30,低层(共20层)                                                    ,曹庄欣苑,西青,中北,阜锦道,"邻地铁,押一付一,配套齐全,",1600,元/月
涪江南里三楼.临近地铁月牙河站.周围商圈成熟.随时看房,1,1,34,中层(共6层)                                                    ,涪江南里,河北,靖江路街,"印江路,近乌江路","邻地铁,配套齐全,精装修,",1100,元/月
松江城 2室1厅1卫 2500.0元 电梯房 精装修,2,1,69.37,低层(共24层)                                                    ,松江城,西青,李七庄,"泰佳道,近瑶琳路","邻地铁,精装修,",2500,元/月
宾水南里 精装2室 朝南采光好 近地铁五六号线肿瘤医院地铁站,2,1,56,共5层                                                    ,宾水南里,河西,天塔,"宾水道,近环湖东路","邻地铁,配套齐全,精装修,",2400,元/月
原平里 1室1厅1卫 精装修阳光足科技实验小学熙悦汇附近,1,1,42.8,中层(共6层)                                                    ,原平里,南开,向阳路,冶金路,"邻地铁,配套齐全,精装修,",1700,元/月
城际美景 2室1厅1卫 1100.0元 电梯房 精装修,2,1,78.0,中层(共29层)                                                    ,城际美景,北辰,双街镇,"双川道,近双辰北路","精装修,",1100,元/月
房子精装修，洋房，缺少的家具家电都可以配置业主人很好。,3,2,125.96,低层(共7层)                                                    ,万科翡翠紫台,西青,精武,迎水道延长线,"配套齐全,精装修,南北通透,",5100,元/月
好楼层景色宜人上京嘉园一室出租,1,1,55,高层(共18层)                                                    ,上京嘉园,宝坻,周良街,宝白大道,"配套齐全,精装修,有阳台,首次出租,",700,元/月
新出房源没有中介费，可做饭有暖气包物业,1,1,49.27,低层(共29层)                                                    ,融创奥城天玺,南开,体育中心,凌宾路,"邻地铁,押一付一,配套齐全,",3200,元/月
天兴里 三楼 业主全新装修陪读居家 家具家电可配齐 看房方便,2,1,55,共5层                                                    ,天兴里,和平,南营门,昆明路70号,"邻地铁,精装修,首次出租,",3700,元/月
乡宁里 1室1厅1卫 精装修 49平 熙悦汇汾水道小学附近,1,1,49.60,低层(共6层)                                                    ,乡宁里,南开,向阳路,海洋道,"邻地铁,配套齐全,精装修,",1700,元/月
可短租 可月付 财经大学一号线 双林 环湖医院 辛庄 五金城,1,1,45,低层(共6层)                                                    ,宽福里,河西,柳林,艺林路,"邻地铁,押一付一,配套齐全,",1500,元/月
都旺新城兰芳园 2室2厅1卫 2100.0元,2,2,110.54,高层(共7层)                                                    ,都旺新城兰芳园,北辰,果园新村,"北辰道,近高峰路",,2100,元/月
价格可议河西梅江天浦园临南开翔宇水晶小学有车位临地铁有车位,2,2,94.00,高层(共31层)                                                    ,天浦园,河西,梅江南,环岛西路,"邻地铁,精装修,随时看房,",4800,元/月
华苑久华里 整洁两居 可月付可短租 随时可看房,2,2,93,中层(共6层)                                                    ,久华里,南开,华苑,"迎水道,近简阳路","邻地铁,押一付一,配套齐全,",3650,元/月
整租  东丽湖  揽城苑  2室2厅,2,2,90.87,高层(共26层)                                                    ,东丽湖万科城揽城苑,东丽,东丽湖,情景大道,"精装修,",1400,元/月
远洋新干线 3室1厅1卫 91平 电梯房,3,1,91,高层(共14层)                                                    ,远洋新干线,东丽,空港经济区,"流霞路,近东六道","配套齐全,",2900,元/月
吉祥里小区  一室精装房 随时看房 拎包入住,1,1,42,高层(共6层)                                                    ,吉祥里,塘沽,解放路街,解放路668号,"精装修,随时看房,",1700,元/月
月付可短租 理工大学 十号线瑶环路地铁站 奥城大津城拎包入住,1,1,30,高层(共6层)                                                    ,程华欣苑,西青,李七庄,津涞公路,"押一付一,配套齐全,精装修,",1200,元/月
华夏未来 宾水北里 1室精装修 近地铁五六号线肿瘤医院地铁站,1,1,40,高层(共6层)                                                    ,宾水北里,河西,天塔,环湖中路,"邻地铁,配套齐全,精装修,",2100,元/月
1号陈塘庄地铁站 出来就是  3楼一室 随时看房,1,1,40,中层(共6层)                                                    ,古芳里,河西,陈塘庄,大沽南路936号,"邻地铁,配套齐全,精装修,",2300,元/月
碧玉家园 1室1厅1卫 1200.0元 电梯房 69.0平米,1,1,69.0,高层(共24层)                                                    ,碧玉家园,蓟州,文昌街,东环路,,1200,元/月
大光明中心，博盛园两室，设施齐全，随时看房，本店还有多套房源,2,2,85,中层(共16层)                                                    ,博盛园,武清,杨村街,"泉州路,近来源道","配套齐全,有阳台,随时看房,",1500,元/月
融创东岸名郡 2室1厅1卫 1300.0元 电梯房 精装修,2,1,80.0,中层(共26层)                                                    ,融创东岸名郡,北辰,双街镇,小街新苑路,"精装修,",1300,元/月
南开鼓楼大悦城精装朝南两室大客厅干净整洁家具家电全齐拎包住,2,2,100,低层(共34层)                                                    ,九州国际,南开,鼓楼,南城街857号,"邻地铁,配套齐全,精装修,",4700,元/月
临近洪湖路地铁站，重新装修好房源配套齐全 精装修,2,1,63,高层(共6层)                                                    ,葆节楼,红桥,西于庄街,洪湖南路14号,"邻地铁,配套齐全,精装修,",1750,元/月
园荫里 电梯房三室出租 随时入住 临近红旗南路地铁站,3,1,90,高层(共7层)                                                    ,园荫里,南开,王顶堤,苑东路,"邻地铁,配套齐全,精装修,",3200,元/月
广播电视局家属楼 3室2厅1卫,3,2,132.73,高层(共6层)                                                    ,广播电视局家属楼,蓟州,罗庄子镇,康王路,"配套齐全,南北通透,",14400,元
出租福满园精装两室家电齐全拎包入住,2,1,105,中层(共6层)                                                    ,福满园,大港,古林街,海景十路,"配套齐全,有阳台,",2200,元/月
大寺新家园亲和康园 1室1厅1卫45平 家具家电齐全拎包入住,1,1,48,低层(共24层)                                                    ,亲和康园,西青,大寺,泽恩路,"配套齐全,有阳台,随时看房,",1300,元/月
瑞景街 1室0厅1卫,1,0,40,共2层                                                    ,瑞景街,北辰,,,"邻地铁,押一付一,配套齐全,精装修,",1400,元
雅园里 1室1厅1卫 精装修 长虹商圈阳路小学人民医院附近,1,1,38.57,高层(共6层)                                                    ,雅园里,南开,长虹街,"芥园西道,近咸阳路","邻地铁,配套齐全,精装修,",2100,元/月
